journal_name;area
International Journal of Pediatric Otorhinolaryngology Extra;HS
International Journal of Pediatrics;HS
International Journal of Pediatrics (United Kingdom);HS
International Journal of Pediatrics and Adolescent Medicine;HS
International Journal of Peptide and Protein Research;LS
International Journal of Peptide Research and Therapeutics;LS & PS
International Journal of Peptides;LS
International Journal of Performability Engineering;PS
International Journal of Performance Analysis in Sport;HS
International Journal of Performance Arts and Digital Media;SSH
International Journal of Periodontics and Restorative Dentistry;HS
International Journal of Perioperative Ultrasound and Applied Technologies;HS
International Journal of Persian Literature;SSH
International Journal of Personal Construct Psychology;SSH
International Journal of Pervasive Computing and Communications;PS
International Journal of Pest Management;LS
International Journal of Pharma and Bio Sciences;LS
International Journal of Pharmaceutical and Clinical Research;LS & HS
International Journal of Pharmaceutical and Healthcare Marketing;SSH & HS
International Journal of Pharmaceutical Compounding;HS
International Journal of Pharmaceutical Medicine;LS
International Journal of Pharmaceutical Quality Assurance;LS
International Journal of Pharmaceutical Research;LS
International Journal of Pharmaceutical Sciences;LS
International Journal of Pharmaceutical Sciences and Nanotechnology;LS & HS
International Journal of Pharmaceutical Sciences and Research;LS
International Journal of Pharmaceutical Sciences Review and Research;LS
International Journal of Pharmaceutics;LS
International Journal of Pharmaceutics: X;LS
International Journal of Pharmacognosy;LS
International Journal of Pharmacognosy and Phytochemical Research;LS
International Journal of Pharmacology;LS
International Journal of Pharmacy and Pharmaceutical Sciences;LS
International Journal of Pharmacy and Technology;LS & PS
International Journal of Pharmacy Practice;LS & HS
International Journal of PharmTech Research;LS
International Journal of Philosophical Studies;SSH
International Journal of Philosophy and Theology;SSH
International Journal of Photoenergy;PS
International Journal of Physical Distribution and Logistics Management;SSH
International Journal of Physical Modelling in Geotechnics;PS
International Journal of Physical Sciences;PS
International Journal of Physiology, Pathophysiology and Pharmacology;LS & HS
International Journal of Phytomedicine;LS & HS
International Journal of Phytopathology;LS
International Journal of Phytoremediation;LS & PS
International Journal of Plant Biology;LS
International Journal of Plant Genomics;LS
International Journal of Plant Production;LS
International Journal of Plant Sciences;LS
International Journal of Plasma Environmental Science and Technology;PS
International Journal of Plasticity;PS
International Journal of Plastics Technology;PS
International Journal of Platonic Tradition;SSH
International Journal of Play;SSH
International Journal of Play Therapy;SSH & HS
International Journal of Pluralism and Economics Education;SSH
International Journal of Police Science and Management;SSH
International Journal of Political Economy;SSH
International journal of politics;HS
International Journal of Politics, Culture and Society;SSH
International Journal of Polymer Analysis and Characterization;PS
International Journal of Polymer Science;PS
International Journal of Polymeric Materials and Polymeric Biomaterials;PS
International Journal of Population Data Science;SSH, PS & HS
International Journal of Population Geography;SSH
International Journal of Postharvest Technology and Innovation;LS
International Journal of Poultry Science;LS & HS
International Journal of Powder Metallurgy (Princeton, New Jersey);PS
International Journal of Power and Energy Conversion;PS
International Journal of Power and Energy Systems;PS
International Journal of Power Electronics;PS
International Journal of Power Electronics and Drive Systems;PS
International Journal of Powertrains;PS
International Journal of Practical Theology;SSH
International Journal of Practice-Based Learning in Health and Social Care;SSH & HS
International Journal of Precision Engineering and Manufacturing;PS
International Journal of Precision Engineering and Manufacturing - Green Technology;SSH & PS
International Journal of Press/Politics;SSH
International Journal of Pressure Vessels and Piping;PS
International Journal of Preventive Medicine;HS
International Journal of Primatology;LS
International Journal of Prisoner Health;HS
International Journal of Private Law;SSH
International Journal of Probiotics and Prebiotics;LS & HS
International Journal of Process Management and Benchmarking;SSH
International Journal of Procurement Management;SSH
International Journal of Product Development;SSH
International Journal of Product Lifecycle Management;SSH & PS
International Journal of Production Economics;SSH & PS
